,week,PortCountry_Benin,PortCountry_Cameroon,PortCountry_CÃ´te dIvoire,PortCountry_Democratic Republic of the Congo,PortCountry_Djibouti,PortCountry_Egypt,PortCountry_Gabon,PortCountry_Ghana,PortCountry_Guinea,PortCountry_Kenya,PortCountry_Liberia,PortCountry_Madagascar,PortCountry_Morocco,PortCountry_Mozambique,PortCountry_Namibia,PortCountry_Republic of the Congo,PortCountry_Senegal,PortCountry_Somalia,PortCountry_South Africa,PortCountry_Tanzania,PortCountry_Togo,EventType_arrival,EventType_departure,VesselTypeGroup_Cargo Vessels,VesselTypeGroup_Dredgers,VesselTypeGroup_Fishing & Research Vessels,VesselTypeGroup_Military,VesselTypeGroup_Offshore Support & Work Vessels,VesselTypeGroup_Passenger & Pleasure Craft,VesselTypeGroup_Specialized Service Vessels,VesselTypeGroup_Tankers,VesselTypeGroup_Tugs & Towage,VesselTypeGroup_Unspecified/Others,VesselFlagRegion_Africa,VesselFlagRegion_Americas,VesselFlagRegion_Asia,VesselFlagRegion_Europe,VesselFlagRegion_Oceania,VesselBuiltYear_1925-1949,VesselBuiltYear_1950-1974,VesselBuiltYear_1975-1999,VesselBuiltYear_2000-2024,VesselAvgArea,VesselAvgGt,VesselAvgSog,sentiment_score,BURADIENE RUBBER,TIN,CRUDE OIL,SILVER,COPPER(BC),STEEL WIRE ROD,LSFO,HOT ROLLED COIL,NICKEL,STEEL REBAR,WOODPULP,FUEL OIL,ALUMINIUM OXIDE,LEAD,STAINLESS STEEL,NATURAL RUBBER,ZINC,TSR20,GOLD,BITUMEN,SCFIS,ALUMINIUM,COPPER,BURADIENE RUBBER_lag1,TIN_lag1,CRUDE OIL_lag1,SILVER_lag1,COPPER(BC)_lag1,STEEL WIRE ROD_lag1,LSFO_lag1,HOT ROLLED COIL_lag1,NICKEL_lag1,STEEL REBAR_lag1,WOODPULP_lag1,FUEL OIL_lag1,ALUMINIUM OXIDE_lag1,LEAD_lag1,STAINLESS STEEL_lag1,NATURAL RUBBER_lag1,ZINC_lag1,TSR20_lag1,GOLD_lag1,BITUMEN_lag1,SCFIS_lag1,ALUMINIUM_lag1,COPPER_lag1,BURADIENE RUBBER_lag2,TIN_lag2,CRUDE OIL_lag2,SILVER_lag2,COPPER(BC)_lag2,STEEL WIRE ROD_lag2,LSFO_lag2,HOT ROLLED COIL_lag2,NICKEL_lag2,STEEL REBAR_lag2,WOODPULP_lag2,FUEL OIL_lag2,ALUMINIUM OXIDE_lag2,LEAD_lag2,STAINLESS STEEL_lag2,NATURAL RUBBER_lag2,ZINC_lag2,TSR20_lag2,GOLD_lag2,BITUMEN_lag2,SCFIS_lag2,ALUMINIUM_lag2,COPPER_lag2,BURADIENE RUBBER_lag3,TIN_lag3,CRUDE OIL_lag3,SILVER_lag3,COPPER(BC)_lag3,STEEL WIRE ROD_lag3,LSFO_lag3,HOT ROLLED COIL_lag3,NICKEL_lag3,STEEL REBAR_lag3,WOODPULP_lag3,FUEL OIL_lag3,ALUMINIUM OXIDE_lag3,LEAD_lag3,STAINLESS STEEL_lag3,NATURAL RUBBER_lag3,ZINC_lag3,TSR20_lag3,GOLD_lag3,BITUMEN_lag3,SCFIS_lag3,ALUMINIUM_lag3,COPPER_lag3
11,2024-03-25 to 2024-03-31,35,58,95,7,49,148,59,138,88,1004,13,18,65,173,75,371,179,24,1168,106,81,1963,1991,790,61,84,5,25,1449,245,197,618,479,2269,833,387,281,160,0,4,217,802,1811.364027321022,21857.039100684262,9.690940288263556,0.414093137254902,13593.333333333334,226776.66666666666,606.3538461538462,6357.333333333333,64420.0,3879.3333333333335,4421.5,3780.5,134106.66666666666,3597.8333333333335,6200.166666666667,3294.9166666666665,3250.9166666666665,16229.545454545454,13585.416666666666,14750.5,20992.5,12173.0,514.9599999999999,3675.2,1654.1666666666667,19325.416666666668,72352.5,13592.727272727272,227434.0,611.3714285714286,6501.5,65152.0,3733.0,4489.272727272727,3657.8333333333335,132300.83333333334,3476.3333333333335,6274.666666666667,3356.6666666666665,3313.75,16431.666666666668,13504.166666666666,14926.5,20891.25,12205.5,535.4675,3721.714285714286,1618.5833333333333,19589.583333333332,73189.16666666667,13616.363636363636,236052.5,622.9923076923077,7128.0,67337.5,3816.3333333333335,4512.75,3731.5833333333335,137657.5,3526.4166666666665,6203.0,3402.25,3325.5833333333335,16473.333333333332,13811.666666666666,15010.5,21596.666666666668,12487.5,556.27,3759.3846153846152,1742.1000000000001,20024.583333333332,75707.5,13445.0,260896.66666666666,629.1666666666666,7435.416666666667,68426.66666666667,3861.6666666666665,4551.777777777777,3785.3333333333335,140329.16666666666,3581.8333333333335,6405.166666666667,3481.0,3481.181818181818,16710.416666666668,14027.5,14913.5,22676.666666666668,12159.285714285714,565.7225,3773.3076923076924,2000.2666666666664,20619.166666666668,77247.5
12,2024-04-01 to 2024-04-07,28,62,120,14,64,215,61,177,90,0,11,34,207,160,105,0,266,37,449,116,88,1155,1149,818,81,11,0,10,315,175,183,556,150,1019,599,284,243,146,0,4,231,737,2610.6476729012616,20816.40534979424,10.830280957336107,0.5297278911564626,13592.727272727272,227434.0,611.3714285714286,6501.5,65152.0,3733.0,4489.272727272727,3657.8333333333335,132300.83333333334,3476.3333333333335,6274.666666666667,3356.6666666666665,3313.75,16431.666666666668,13504.166666666666,14926.5,20891.25,12205.5,535.4675,3721.714285714286,1618.5833333333333,19589.583333333332,73189.16666666667,13616.363636363636,236052.5,622.9923076923077,7128.0,67337.5,3816.3333333333335,4512.75,3731.5833333333335,137657.5,3526.4166666666665,6203.0,3402.25,3325.5833333333335,16473.333333333332,13811.666666666666,15010.5,21596.666666666668,12487.5,556.27,3759.3846153846152,1742.1000000000001,20024.583333333332,75707.5,13445.0,260896.66666666666,629.1666666666666,7435.416666666667,68426.66666666667,3861.6666666666665,4551.777777777777,3785.3333333333335,140329.16666666666,3581.8333333333335,6405.166666666667,3481.0,3481.181818181818,16710.416666666668,14027.5,14913.5,22676.666666666668,12159.285714285714,565.7225,3773.3076923076924,2000.2666666666664,20619.166666666668,77247.5,13215.0,277586.6666666667,610.1166666666667,7189.0,71261.66666666667,3907.0,4399.5,3822.5833333333335,145190.83333333334,3648.0,6327.636363636364,3382.4166666666665,3470.1666666666665,16900.833333333332,14278.333333333334,14715.0,22491.25,12164.545454545454,560.24,3706.8333333333335,2255.75,20460.0,79599.16666666667
13,2024-04-08 to 2024-04-14,39,56,122,8,67,141,96,171,78,0,13,46,153,166,108,317,192,18,305,149,83,1158,1170,803,57,9,0,36,381,148,184,516,193,797,753,299,302,156,0,7,273,834,2596.1670962199314,18203.857271095152,11.106981132075472,0.46517165005537103,13616.363636363636,236052.5,622.9923076923077,7128.0,67337.5,3816.3333333333335,4512.75,3731.5833333333335,137657.5,3526.4166666666665,6203.0,3402.25,3325.5833333333335,16473.333333333332,13811.666666666666,15010.5,21596.666666666668,12487.5,556.27,3759.3846153846152,1742.1000000000001,20024.583333333332,75707.5,13445.0,260896.66666666666,629.1666666666666,7435.416666666667,68426.66666666667,3861.6666666666665,4551.777777777777,3785.3333333333335,140329.16666666666,3581.8333333333335,6405.166666666667,3481.0,3481.181818181818,16710.416666666668,14027.5,14913.5,22676.666666666668,12159.285714285714,565.7225,3773.3076923076924,2000.2666666666664,20619.166666666668,77247.5,13215.0,277586.6666666667,610.1166666666667,7189.0,71261.66666666667,3907.0,4399.5,3822.5833333333335,145190.83333333334,3648.0,6327.636363636364,3382.4166666666665,3470.1666666666665,16900.833333333332,14278.333333333334,14715.0,22491.25,12164.545454545454,560.24,3706.8333333333335,2255.75,20460.0,79599.16666666667,13262.857142857143,260865.0,628.6200000000001,7104.75,72210.0,3823.5,4425.25,3816.9166666666665,144423.33333333334,3649.5833333333335,6424.333333333333,3470.0,3682.0833333333335,17202.916666666668,14278.75,14503.0,22951.25,11873.636363636364,554.5,3747.090909090909,2300.316666666667,20449.583333333332,81041.66666666667
14,2024-04-15 to 2024-04-21,32,51,121,11,80,150,49,123,118,0,11,28,205,139,91,282,220,22,441,119,77,1173,1197,848,85,7,2,23,395,141,194,489,185,941,635,311,291,174,0,1,282,830,2739.3575348248205,18908.06828391734,11.58810408921933,0.4746320346320346,13445.0,260896.66666666666,629.1666666666666,7435.416666666667,68426.66666666667,3861.6666666666665,4551.777777777777,3785.3333333333335,140329.16666666666,3581.8333333333335,6405.166666666667,3481.0,3481.181818181818,16710.416666666668,14027.5,14913.5,22676.666666666668,12159.285714285714,565.7225,3773.3076923076924,2000.2666666666664,20619.166666666668,77247.5,13215.0,277586.6666666667,610.1166666666667,7189.0,71261.66666666667,3907.0,4399.5,3822.5833333333335,145190.83333333334,3648.0,6327.636363636364,3382.4166666666665,3470.1666666666665,16900.833333333332,14278.333333333334,14715.0,22491.25,12164.545454545454,560.24,3706.8333333333335,2255.75,20460.0,79599.16666666667,13262.857142857143,260865.0,628.6200000000001,7104.75,72210.0,3823.5,4425.25,3816.9166666666665,144423.33333333334,3649.5833333333335,6424.333333333333,3470.0,3682.0833333333335,17202.916666666668,14278.75,14503.0,22951.25,11873.636363636364,554.5,3747.090909090909,2300.316666666667,20449.583333333332,81041.66666666667,13060.0,263591.6666666667,590.3,7078.166666666667,72646.0,3803.25,4218.727272727273,3861.6666666666665,146439.16666666666,3699.9166666666665,6459.166666666667,3331.0,3756.75,17577.083333333332,14408.333333333334,14426.0,23267.5,11878.0,549.325,3639.214285714286,2300.1,20672.916666666668,81256.66666666667
15,2024-04-22 to 2024-04-28,50,63,110,11,81,184,68,126,74,683,9,56,201,196,118,306,209,16,1120,142,80,1927,1976,993,55,95,8,45,1087,270,258,663,425,2154,805,395,348,186,0,4,313,926,2074.6083611182353,20585.251810136764,10.283433133732535,0.4151034151034151,13215.0,277586.6666666667,610.1166666666667,7189.0,71261.66666666667,3907.0,4399.5,3822.5833333333335,145190.83333333334,3648.0,6327.636363636364,3382.4166666666665,3470.1666666666665,16900.833333333332,14278.333333333334,14715.0,22491.25,12164.545454545454,560.24,3706.8333333333335,2255.75,20460.0,79599.16666666667,13262.857142857143,260865.0,628.6200000000001,7104.75,72210.0,3823.5,4425.25,3816.9166666666665,144423.33333333334,3649.5833333333335,6424.333333333333,3470.0,3682.0833333333335,17202.916666666668,14278.75,14503.0,22951.25,11873.636363636364,554.5,3747.090909090909,2300.316666666667,20449.583333333332,81041.66666666667,13060.0,263591.6666666667,590.3,7078.166666666667,72646.0,3803.25,4218.727272727273,3861.6666666666665,146439.16666666666,3699.9166666666665,6459.166666666667,3331.0,3756.75,17577.083333333332,14408.333333333334,14426.0,23267.5,11878.0,549.325,3639.214285714286,2300.1,20672.916666666668,81256.66666666667,13281.0,266305.8333333333,588.58125,7326.818181818182,72637.5,3900.0,4192.916666666667,3813.1666666666665,145224.16666666666,3657.0,6313.166666666667,3298.25,3727.5,18058.333333333332,14218.333333333334,14663.0,23488.333333333332,12207.0,559.7142857142857,3639.6923076923076,3119.183333333333,20497.916666666668,81351.66666666667
16,2024-04-29 to 2024-05-05,58,47,136,11,71,147,63,163,44,322,8,60,302,211,76,95,162,17,579,90,89,1372,1379,809,213,42,0,14,584,156,195,501,235,1271,651,273,431,120,0,4,188,733,2414.036013095671,22754.58810810811,9.403302611367128,0.6482600732600733,13262.857142857143,260865.0,628.6200000000001,7104.75,72210.0,3823.5,4425.25,3816.9166666666665,144423.33333333334,3649.5833333333335,6424.333333333333,3470.0,3682.0833333333335,17202.916666666668,14278.75,14503.0,22951.25,11873.636363636364,554.5,3747.090909090909,2300.316666666667,20449.583333333332,81041.66666666667,13060.0,263591.6666666667,590.3,7078.166666666667,72646.0,3803.25,4218.727272727273,3861.6666666666665,146439.16666666666,3699.9166666666665,6459.166666666667,3331.0,3756.75,17577.083333333332,14408.333333333334,14426.0,23267.5,11878.0,549.325,3639.214285714286,2300.1,20672.916666666668,81256.66666666667,13281.0,266305.8333333333,588.58125,7326.818181818182,72637.5,3900.0,4192.916666666667,3813.1666666666665,145224.16666666666,3657.0,6313.166666666667,3298.25,3727.5,18058.333333333332,14218.333333333334,14663.0,23488.333333333332,12207.0,559.7142857142857,3639.6923076923076,3119.183333333333,20497.916666666668,81351.66666666667,13668.0,281562.5,596.7666666666667,8215.75,78632.0,3935.0,4250.833333333333,3865.75,159352.5,3709.5833333333335,6476.833333333333,3409.4166666666665,3867.9166666666665,18575.0,14517.916666666666,15266.0,24202.916666666668,12548.636363636364,582.5550000000001,3675.6666666666665,3092.7333333333336,20925.0,87671.66666666667
17,2024-05-06 to 2024-05-12,38,57,108,7,75,142,62,148,48,0,16,28,265,247,124,225,231,25,377,120,77,1205,1215,848,162,12,0,25,327,147,193,482,222,896,679,269,421,148,0,3,207,820,2667.20264681555,21619.192233009708,10.715577078288943,0.4728296080336897,13060.0,263591.6666666667,590.3,7078.166666666667,72646.0,3803.25,4218.727272727273,3861.6666666666665,146439.16666666666,3699.9166666666665,6459.166666666667,3331.0,3756.75,17577.083333333332,14408.333333333334,14426.0,23267.5,11878.0,549.325,3639.214285714286,2300.1,20672.916666666668,81256.66666666667,13281.0,266305.8333333333,588.58125,7326.818181818182,72637.5,3900.0,4192.916666666667,3813.1666666666665,145224.16666666666,3657.0,6313.166666666667,3298.25,3727.5,18058.333333333332,14218.333333333334,14663.0,23488.333333333332,12207.0,559.7142857142857,3639.6923076923076,3119.183333333333,20497.916666666668,81351.66666666667,13668.0,281562.5,596.7666666666667,8215.75,78632.0,3935.0,4250.833333333333,3865.75,159352.5,3709.5833333333335,6476.833333333333,3409.4166666666665,3867.9166666666665,18575.0,14517.916666666666,15266.0,24202.916666666668,12548.636363636364,582.5550000000001,3675.6666666666665,3092.7333333333336,20925.0,87671.66666666667,13774.444444444445,274964.54545454547,588.3714285714286,8094.083333333333,74678.0,3849.3333333333335,4103.166666666667,3871.75,155557.5,3745.4166666666665,6382.666666666667,3403.5,4013.75,18315.0,14761.666666666666,15374.0,24703.75,12873.181818181818,559.8499999999999,3637.769230769231,3200.0333333333333,20961.25,83928.33333333333
18,2024-05-13 to 2024-05-19,32,76,98,15,63,182,76,146,76,0,9,36,209,212,85,315,207,12,466,114,70,1252,1247,911,69,12,0,27,358,192,180,501,249,963,719,276,372,159,0,1,217,840,2514.2545018007204,21735.80056710775,10.984528605962932,0.5258105369807498,13281.0,266305.8333333333,588.58125,7326.818181818182,72637.5,3900.0,4192.916666666667,3813.1666666666665,145224.16666666666,3657.0,6313.166666666667,3298.25,3727.5,18058.333333333332,14218.333333333334,14663.0,23488.333333333332,12207.0,559.7142857142857,3639.6923076923076,3119.183333333333,20497.916666666668,81351.66666666667,13668.0,281562.5,596.7666666666667,8215.75,78632.0,3935.0,4250.833333333333,3865.75,159352.5,3709.5833333333335,6476.833333333333,3409.4166666666665,3867.9166666666665,18575.0,14517.916666666666,15266.0,24202.916666666668,12548.636363636364,582.5550000000001,3675.6666666666665,3092.7333333333336,20925.0,87671.66666666667,13774.444444444445,274964.54545454547,588.3714285714286,8094.083333333333,74678.0,3849.3333333333335,4103.166666666667,3871.75,155557.5,3745.4166666666665,6382.666666666667,3403.5,4013.75,18315.0,14761.666666666666,15374.0,24703.75,12873.181818181818,559.8499999999999,3637.769230769231,3200.0333333333333,20961.25,83928.33333333333,14188.0,267684.1666666667,587.12,7979.166666666667,72946.66666666667,3915.75,4039.3636363636365,3801.4166666666665,149674.16666666666,3660.5,6167.666666666667,3322.5,3806.1666666666665,18569.166666666668,14560.833333333334,15570.5,24205.0,13056.666666666666,554.485,3567.6428571428573,3001.5,21273.333333333332,82020.83333333333
19,2024-05-20 to 2024-05-26,36,49,130,12,78,178,91,136,123,364,12,22,214,247,121,283,167,46,987,169,76,1767,1774,983,163,69,2,21,784,251,210,647,408,1816,738,382,376,198,0,7,323,828,2145.68117580554,21131.333333333332,9.96765655261459,0.32254901960784316,13668.0,281562.5,596.7666666666667,8215.75,78632.0,3935.0,4250.833333333333,3865.75,159352.5,3709.5833333333335,6476.833333333333,3409.4166666666665,3867.9166666666665,18575.0,14517.916666666666,15266.0,24202.916666666668,12548.636363636364,582.5550000000001,3675.6666666666665,3092.7333333333336,20925.0,87671.66666666667,13774.444444444445,274964.54545454547,588.3714285714286,8094.083333333333,74678.0,3849.3333333333335,4103.166666666667,3871.75,155557.5,3745.4166666666665,6382.666666666667,3403.5,4013.75,18315.0,14761.666666666666,15374.0,24703.75,12873.181818181818,559.8499999999999,3637.769230769231,3200.0333333333333,20961.25,83928.33333333333,14188.0,267684.1666666667,587.12,7979.166666666667,72946.66666666667,3915.75,4039.3636363636365,3801.4166666666665,149674.16666666666,3660.5,6167.666666666667,3322.5,3806.1666666666665,18569.166666666668,14560.833333333334,15570.5,24205.0,13056.666666666666,554.485,3567.6428571428573,3001.5,21273.333333333332,82020.83333333333,15037.083333333334,264937.5,584.6833333333333,7709.166666666667,71218.0,3872.0,4057.6666666666665,3775.1666666666665,141682.5,3590.9166666666665,6176.5,3292.5833333333335,3812.9166666666665,18545.0,14231.666666666666,15988.0,23587.5,13451.666666666666,548.02,3495.785714285714,3275.2999999999997,21036.666666666668,80127.5
20,2024-05-27 to 2024-06-02,41,46,102,5,57,152,64,123,75,638,14,24,168,255,95,179,153,44,596,148,71,1529,1521,795,148,68,6,30,713,177,169,522,421,1631,583,364,289,166,0,13,266,663,2156.085273860282,20947.434182590234,8.959973315543696,0.31920426065162905,13774.444444444445,274964.54545454547,588.3714285714286,8094.083333333333,74678.0,3849.3333333333335,4103.166666666667,3871.75,155557.5,3745.4166666666665,6382.666666666667,3403.5,4013.75,18315.0,14761.666666666666,15374.0,24703.75,12873.181818181818,559.8499999999999,3637.769230769231,3200.0333333333333,20961.25,83928.33333333333,14188.0,267684.1666666667,587.12,7979.166666666667,72946.66666666667,3915.75,4039.3636363636365,3801.4166666666665,149674.16666666666,3660.5,6167.666666666667,3322.5,3806.1666666666665,18569.166666666668,14560.833333333334,15570.5,24205.0,13056.666666666666,554.485,3567.6428571428573,3001.5,21273.333333333332,82020.83333333333,15037.083333333334,264937.5,584.6833333333333,7709.166666666667,71218.0,3872.0,4057.6666666666665,3775.1666666666665,141682.5,3590.9166666666665,6176.5,3292.5833333333335,3812.9166666666665,18545.0,14231.666666666666,15988.0,23587.5,13451.666666666666,548.02,3495.785714285714,3275.2999999999997,21036.666666666668,80127.5,14873.333333333334,266586.6666666667,586.0692307692308,7710.666666666667,69973.33333333333,3849.5,4120.181818181818,3785.181818181818,137435.0,3603.3333333333335,6098.0,3286.5833333333335,3749.4545454545455,18373.75,13978.333333333334,15347.5,23102.083333333332,12801.5,553.3199999999999,3502.5,3641.15,20365.416666666668,78463.33333333333
21,2024-06-03 to 2024-06-09,59,42,109,5,55,213,84,99,87,0,13,20,235,133,84,219,197,43,304,152,75,1086,1142,805,149,8,1,31,338,90,161,440,203,940,572,277,287,141,0,30,278,650,2503.119946091644,19020.362212943633,10.526678603401969,0.47438867438867444,14188.0,267684.1666666667,587.12,7979.166666666667,72946.66666666667,3915.75,4039.3636363636365,3801.4166666666665,149674.16666666666,3660.5,6167.666666666667,3322.5,3806.1666666666665,18569.166666666668,14560.833333333334,15570.5,24205.0,13056.666666666666,554.485,3567.6428571428573,3001.5,21273.333333333332,82020.83333333333,15037.083333333334,264937.5,584.6833333333333,7709.166666666667,71218.0,3872.0,4057.6666666666665,3775.1666666666665,141682.5,3590.9166666666665,6176.5,3292.5833333333335,3812.9166666666665,18545.0,14231.666666666666,15988.0,23587.5,13451.666666666666,548.02,3495.785714285714,3275.2999999999997,21036.666666666668,80127.5,14873.333333333334,266586.6666666667,586.0692307692308,7710.666666666667,69973.33333333333,3849.5,4120.181818181818,3785.181818181818,137435.0,3603.3333333333335,6098.0,3286.5833333333335,3749.4545454545455,18373.75,13978.333333333334,15347.5,23102.083333333332,12801.5,553.3199999999999,3502.5,3641.15,20365.416666666668,78463.33333333333,14739.444444444445,274026.36363636365,601.4727272727273,7884.0,70084.0,3765.6666666666665,4244.111111111111,3737.4166666666665,136357.5,3558.75,5995.0,3433.6666666666665,3802.25,18499.583333333332,14118.75,15526.0,23611.666666666668,12848.5,555.2275,3564.3076923076924,4000.4833333333336,20430.416666666668,78855.0
22,2024-06-10 to 2024-06-16,45,57,108,13,86,223,76,127,41,0,12,12,242,278,103,257,206,39,530,166,91,1350,1362,896,196,15,29,33,387,127,193,576,259,1247,695,233,344,184,0,26,279,765,2428.911840649207,20787.142056074765,10.578885630498535,0.485297378060536,15037.083333333334,264937.5,584.6833333333333,7709.166666666667,71218.0,3872.0,4057.6666666666665,3775.1666666666665,141682.5,3590.9166666666665,6176.5,3292.5833333333335,3812.9166666666665,18545.0,14231.666666666666,15988.0,23587.5,13451.666666666666,548.02,3495.785714285714,3275.2999999999997,21036.666666666668,80127.5,14873.333333333334,266586.6666666667,586.0692307692308,7710.666666666667,69973.33333333333,3849.5,4120.181818181818,3785.181818181818,137435.0,3603.3333333333335,6098.0,3286.5833333333335,3749.4545454545455,18373.75,13978.333333333334,15347.5,23102.083333333332,12801.5,553.3199999999999,3502.5,3641.15,20365.416666666668,78463.33333333333,14739.444444444445,274026.36363636365,601.4727272727273,7884.0,70084.0,3765.6666666666665,4244.111111111111,3737.4166666666665,136357.5,3558.75,5995.0,3433.6666666666665,3802.25,18499.583333333332,14118.75,15526.0,23611.666666666668,12848.5,555.2275,3564.3076923076924,4000.4833333333336,20430.416666666668,78855.0,14777.857142857143,273986.6666666667,605.6299999999999,7784.166666666667,69456.0,3770.5,4305.090909090909,3774.5,138280.83333333334,3583.3333333333335,5976.5,3433.9166666666665,3839.5,19033.333333333332,14329.166666666666,15583.0,24243.333333333332,12731.25,555.485,3604.8,3982.65,20428.333333333332,78340.0
23,2024-06-17 to 2024-06-23,56,62,120,10,111,124,50,136,41,60,13,34,170,197,48,260,169,19,933,134,73,1407,1413,867,66,50,6,37,493,220,181,615,283,1364,673,259,348,157,0,24,220,743,2358.2837357954545,22583.64539007092,11.216435986159171,0.5386533466533466,14873.333333333334,266586.6666666667,586.0692307692308,7710.666666666667,69973.33333333333,3849.5,4120.181818181818,3785.181818181818,137435.0,3603.3333333333335,6098.0,3286.5833333333335,3749.4545454545455,18373.75,13978.333333333334,15347.5,23102.083333333332,12801.5,553.3199999999999,3502.5,3641.15,20365.416666666668,78463.33333333333,14739.444444444445,274026.36363636365,601.4727272727273,7884.0,70084.0,3765.6666666666665,4244.111111111111,3737.4166666666665,136357.5,3558.75,5995.0,3433.6666666666665,3802.25,18499.583333333332,14118.75,15526.0,23611.666666666668,12848.5,555.2275,3564.3076923076924,4000.4833333333336,20430.416666666668,78855.0,14777.857142857143,273986.6666666667,605.6299999999999,7784.166666666667,69456.0,3770.5,4305.090909090909,3774.5,138280.83333333334,3583.3333333333335,5976.5,3433.9166666666665,3839.5,19033.333333333332,14329.166666666666,15583.0,24243.333333333332,12731.25,555.485,3604.8,3982.65,20428.333333333332,78340.0,14696.111111111111,276406.6666666667,606.02,8200.166666666666,71690.0,3703.0,4336.454545454545,3729.1666666666665,139789.16666666666,3541.25,5869.666666666667,3411.0,3872.4166666666665,18912.5,14355.0,15230.5,24318.333333333332,12473.888888888889,565.1324999999999,3611.3076923076924,3724.933333333333,20470.416666666668,80467.5
